name,ground_truth,transcript,wer,mer,wil,insertions,deletions,substitutions,hits
1249120_44273314_28827187.wav,"my child has cough all night, she can't sleep","My child has coughed all night, she can't sleep.",0.1111111111111111,0.1111111111111111,0.2098765432098766,0,0,1,8
1249120_44273314_30937230.wav,I feel pain in the knee when walking,I feel pain in the knee when walking.,0.0,0.0,0.0,0,0,0,8
1249120_44273314_31089974.wav,I feel cold when the night comes,I feel cold when the night comes.,0.0,0.0,0.0,0,0,0,7
1249120_44273314_31545094.wav,The joints in my fingers are painful in the morning.,The joints in my fingers are painful in the morning.,0.0,0.0,0.0,0,0,0,10
1249120_44273314_32293213.wav,I feel like something is squeezing my lungs.,I feel like something is squeezing my lungs.,0.0,0.0,0.0,0,0,0,8
1249120_44273314_35569629.wav,I have a red rash that is itchy on my skin,I have a rat rash that is itchy on my skin.,0.09090909090909091,0.09090909090909091,0.17355371900826455,0,0,1,10
1249120_44273314_38073414.wav,I feel like l fell in hot water,I feel like I fell in hot water.,0.125,0.125,0.234375,0,0,1,7
1249120_44273314_38687390.wav,When I'm too high I start to feel dizzy,When I'm too high I start to feel dizzy.,0.0,0.0,0.0,0,0,0,9
1249120_44273314_40698632.wav,I feel a great amount of pressure on the sides of my neck,I feel a great amount of pressure on the sides of my neck,0.0,0.0,0.0,0,0,0,13
1249120_44273314_45479897.wav,I feel hurts in my heart,I feel hurts in my heart.,0.0,0.0,0.0,0,0,0,6
1249120_44273314_45748543.wav,My joints feel swollen,My joints feel swollen.,0.0,0.0,0.0,0,0,0,4
1249120_44273314_47534753.wav,I cut my foot at the pool and it breaks open every day when I walk on it.,I cut my foot at the pool and it breaks open every day when I walked on it.,0.05555555555555555,0.05555555555555555,0.10802469135802473,0,0,1,17
1249120_44273314_47748885.wav,"My body feels weak although I eat a lot, why?",My body feels weak although I eat a lot. Why?,0.0,0.0,0.0,0,0,0,10
1249120_44273314_52748628.wav,I feel aching on my insides.,I feel aching on my insides.,0.0,0.0,0.0,0,0,0,6
1249120_44273314_54417923.wav,I'm very worried that I'll go bald soon. Am I very sick?,I'm very worded that I'll go ball soon. Am I very sick?,0.16666666666666666,0.16666666666666666,0.30555555555555547,0,0,2,10
1249120_44273314_56365443.wav,I have a rash on my skin,I have a rash on my skin.,0.0,0.0,0.0,0,0,0,7
1249120_44273314_57161236.wav,I can't walk well I have an ache in my foot,I can't walk well. I have an ache in my foot.,0.0,0.0,0.0,0,0,0,11
1249120_44273314_59068162.wav,i have pain like needles in my joints.,I have pain like needles in my joints.,0.0,0.0,0.0,0,0,0,8
1249120_44273314_67775131.wav,My back hurts a lot when I bend,My back hurts a lot when I bend.,0.0,0.0,0.0,0,0,0,8
1249120_44273314_68456497.wav,i feel sad,I feel sad,0.0,0.0,0.0,0,0,0,3
1249120_44273314_69108455.wav,Have severe cold and cough,Have severe cold and cough.,0.0,0.0,0.0,0,0,0,5
1249120_44273314_69242491.wav,My body aches on the inside between my hips and shoulders.,My body aches on the inside between my hips and shoulders.,0.0,0.0,0.0,0,0,0,11
1249120_44273314_69418683.wav,I feel like I've always got something in my throat,I feel like I've always got something in my throat.,0.0,0.0,0.0,0,0,0,10
1249120_44273314_70276723.wav,"I may have overdone it with the weightlifting, because I am afraid I may have torn a muscle on my back.","I may have overdone it with the weightlifting, because I am afraid I may have torn a muscle on my back.",0.0,0.0,0.0,0,0,0,21
1249120_44273314_70741506.wav,I notice a lot more hair coming out than usual when I brush my hair,I notice a lot more hair coming out than usual when I brush my hair.,0.0,0.0,0.0,0,0,0,15
1249120_44273314_71015022.wav,My ankle joint throbs when I put pressure on my foot.,My ankle joint throps when I put pressure on my foot.,0.09090909090909091,0.09090909090909091,0.17355371900826455,0,0,1,10
1249120_44273314_71205285.wav,I'm not hearing well I have problem with my ear,"I'm not hearing well, I have problems with my ear.",0.1,0.1,0.18999999999999995,0,0,1,9
1249120_44273314_72971747.wav,I feel emotionally crushed,I feel emotionally crushed.,0.0,0.0,0.0,0,0,0,4
1249120_44273314_73290676.wav,My hair always falls out and i have lost a lot of hair lately,My hair always falls out and I have lost a lot of hair lately.,0.0,0.0,0.0,0,0,0,14
1249120_44273314_75699317.wav,i have severe dry cough,I have severe dry cough.,0.0,0.0,0.0,0,0,0,5
1249120_44273314_76070691.wav,i have a migrain and i took panadol but it doesnÕt help,"I have a migraine and I took panadol, but it doesn't help.",0.16666666666666666,0.16666666666666666,0.30555555555555547,0,0,2,10
1249120_44273314_76615195.wav,My shoulder aches when I try to lift five pounds.,My shoulder aches when I try to lift five pounds.,0.0,0.0,0.0,0,0,0,10
1249120_44273314_77840631.wav,I wish this excruciating feeling of loss could go away.,I wish this excruciating feeling of loss could go away.,0.0,0.0,0.0,0,0,0,10
1249120_44273314_84076771.wav,having difficulty moving my knee,Having difficulty moving my knee.,0.0,0.0,0.0,0,0,0,5
1249120_44273314_84611968.wav,My neck has been sore since the accident.,My neck has been sore since the accident.,0.0,0.0,0.0,0,0,0,8
1249120_44273314_87229465.wav,I feel a sharp pain in the stomach after eating,I feel a sharp pain in the stomach after eating.,0.0,0.0,0.0,0,0,0,10
1249120_44273314_91569607.wav,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,0.0,0.0,0.0,0,0,0,21
1249120_44273314_93618448.wav,i have a hard pain in my stomach,I have a heart pain in my stomach.,0.125,0.125,0.234375,0,0,1,7
1249120_44273314_94623228.wav,when i wake up in the morning i feel dizzy,"When I wake up in the morning, I feel dizzy.",0.0,0.0,0.0,0,0,0,10
1249120_44273314_95639193.wav,i hit the ground when trying to shoot a basketball,I hit the ground when trying to shoot a basketball.,0.0,0.0,0.0,0,0,0,10
1249120_44273314_96055783.wav,My head is so heavy can't think normally,My head is so heavy I can't think normally.,0.125,0.1111111111111111,0.11111111111111116,1,0,0,8
1249120_44273314_96091387.wav,i feel that is great pain in my left shoulder,I feel that there is great pain in my left shoulder.,0.1,0.09090909090909091,0.09090909090909094,1,0,0,10
1249120_44273314_97771287.wav,My foot had been aching since last Tuesday.,My foot had been aching since last Tuesday.,0.0,0.0,0.0,0,0,0,8
1249120_44273314_98448714.wav,I feel sad like hurt or pain,"I feel sad, like hurt or pain.",0.0,0.0,0.0,0,0,0,7
1249120_44292353_107326859.wav,"I feel dizzy when I set in-front of my laptop for an hour or two, what possibly could be the reason?",I feel dizzy when I step in front of my laptop for an hour or two. What possibly could be the reason?,0.14285714285714285,0.13636363636363635,0.2186147186147186,1,0,2,19
1249120_44292353_18156280.wav,I am having running nose,I am having runny nose,0.2,0.2,0.3599999999999999,0,0,1,4
1249120_44292353_23165570.wav,I felt my heart hurts when I ran for along distance,I feel my heart hurts when I ran for a long distance.,0.2727272727272727,0.25,0.38636363636363635,1,0,2,9
1249120_44292353_25313684.wav,Sometimes I feel like a claw on my chest that leaves me breathless.,Sometimes I feel like a claw on my chest that leaves me breathless.,0.0,0.0,0.0,0,0,0,13
1249120_44292353_25851801.wav,When I stand up too quickly I start to feel dizzy and light-headed,When I stand up too quickly I start to feel dizzy and lightheaded.,0.0,0.0,0.0,0,0,0,13
1249120_44292353_31900996.wav,I have a mental suffering,I have mental suffering.,0.2,0.2,0.19999999999999996,0,1,0,4
1249120_44292353_38765156.wav,"I started taking swimming lessons and I guess I swallowed too much water through my nose, because this sinusitis is killing me now.","I started taking swimming lessons and I guess I swallowed too much water through my nose, because this sinusitis is killing me now.",0.0,0.0,0.0,0,0,0,23
1249120_44292353_40076348.wav,"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop.","Sometimes when it's cold outside my face hurts, especially around the pimples that are ready to pop.",0.1111111111111111,0.1111111111111111,0.1633986928104576,0,1,1,16
1249120_44292353_47569087.wav,I feel like I went to an acupuncture's practice and had 100 needles in my shoulder,I feel I went to an acupuncture's practice and had a hundred needles in my shoulder.,0.1875,0.17647058823529413,0.234375,1,1,1,14
1249120_44292353_53318642.wav,My shower drain is full of hair every time.,My shower drain is full of hair every time.,0.0,0.0,0.0,0,0,0,9
1249120_44292353_53478447.wav,I have a painful cramp in my feet,I have a painful cramp in my feet.,0.0,0.0,0.0,0,0,0,8
1249120_44292353_62335378.wav,I have eruptions on my face that come and go .,I have eruptions on my face that come and go.,0.0,0.0,0.0,0,0,0,10
1249120_44292353_67132028.wav,I feel weak all over.,I feel weak all over.,0.0,0.0,0.0,0,0,0,5
1249120_44292353_69566092.wav,I love to garden but I get a terrible twinge in my lower back when I lean over.,I love to garden but I get a terrible twinge in my lower back when I lean over.,0.0,0.0,0.0,0,0,0,18
1249120_44292353_70288448.wav,when i raise my hand i feel pain in my shoulder.,When I raise my hand I feel pain in my shoulder.,0.0,0.0,0.0,0,0,0,11
1249120_44292353_71029438.wav,My neck is annoying me I can't sleep bacause of it,"My neck is annoying me, I can't sleep because of it.",0.09090909090909091,0.09090909090909091,0.17355371900826455,0,0,1,10
1249120_44292353_79362392.wav,I feel very hard to breathe,I feel very hard to breathe.,0.0,0.0,0.0,0,0,0,6
1249120_44292353_83240359.wav,i was watching tv and suddenly have blurry vision,I was watching TV and suddenly have blurry vision.,0.0,0.0,0.0,0,0,0,9
1249120_44292353_95216909.wav,I got injured exercising,I got injured exercising.,0.0,0.0,0.0,0,0,0,4
1249120_44292353_95558066.wav,I have a great stomach ache and i can't eat any thing,I have a great stomachache and I can't eat anything.,0.3333333333333333,0.3333333333333333,0.4666666666666667,0,2,2,8
1249120_44294866_102078306.wav,I have shooting pain in my kneecap after working out.,I showed him pain in my kneecap after working out.,0.2,0.2,0.3599999999999999,0,0,2,8
1249120_44294866_102554677.wav,I have acne in my face and other problema in my derma like itching,I have acne in my face and other problem in my derma like itching.,0.07142857142857142,0.07142857142857142,0.1377551020408163,0,0,1,13
1249120_44294866_102664880.wav,I often get a sharp pain in my chest and I can't tell what I'm doing that might be triggering it.,I often get a sharp pain in my chest and I can't tell what I'm doing that might be triggering it.,0.0,0.0,0.0,0,0,0,21
1249120_44294866_103485284.wav,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.,My daughter had her age brown 3D and it bullied an opening of skin in one of her browns that is not filthy and easy.,0.3333333333333333,0.32,0.5183333333333333,1,0,7,17
1249120_44294866_103743912.wav,Yesterday I had a shouder pain,Yesterday I had a shoulder pain.,0.16666666666666666,0.16666666666666666,0.30555555555555547,0,0,1,5
1249120_44294866_103812071.wav,I have a ear ache when I go to the pool,I have a rake when I go to the pool.,0.18181818181818182,0.18181818181818182,0.26363636363636356,0,1,1,9
1249120_44294866_104237668.wav,I have a pain in my head,I have a pain in my head.,0.0,0.0,0.0,0,0,0,7
1249120_44294866_104430582.wav,I have a throbbing in my joints,I have a throbbing in my joints.,0.0,0.0,0.0,0,0,0,7
1249120_44294866_104890103.wav,I have a hard muscle pain since i went to the gym,I have heard muscle pain since I went to the gym.,0.16666666666666666,0.16666666666666666,0.24242424242424243,0,1,1,10
1249120_44294866_105332708.wav,I don't have full range of motion with my arms,I don't have full range of motion with my arms.,0.0,0.0,0.0,0,0,0,10
1249120_44294866_106050928.wav,"i was diagnosed with pneumonia, i can't breath easily.",A was diagnosed with pneumonia. He can breathe easily.,0.4444444444444444,0.4444444444444444,0.691358024691358,0,0,4,5
1249120_44294866_107429604.wav,Every time I comb my hair there are so many hair in my comb.,"Every time I comb my hair, there are so many hairs in my comb.",0.07142857142857142,0.07142857142857142,0.1377551020408163,0,0,1,13
1249120_44294866_13068476.wav,The area around my heart doesn't feel good.,The area around my heart doesn't feel good.,0.0,0.0,0.0,0,0,0,8
1249120_44294866_14283535.wav,"I started taking swimming lessons and I guess I swallowed too much water through my nose, because this sinusitis is killing me now.",I start taking swim relation and I guess I swallow too much water through my nose because this sinusidis is killing me now.,0.21739130434782608,0.21739130434782608,0.38752362948960295,0,0,5,18
1249120_44294866_15891095.wav,I have shoulder pain when I try to carry my groceries.,I have shoulder pain when I try to carry my groceries.,0.0,0.0,0.0,0,0,0,11
1249120_44294866_16718315.wav,I get a knee pain when I walk a lot,I get a knee pain when I walk a lot.,0.0,0.0,0.0,0,0,0,10
1249120_44294866_18570665.wav,I have eruptions on my face that come and go .,I have eruptions on my face that come and go.,0.0,0.0,0.0,0,0,0,10
1249120_44294866_19000724.wav,When I stand up too quickly I start to feel dizzy and light-headed,"When I stand up too quickly, I start to feel dizzy and lightheaded.",0.0,0.0,0.0,0,0,0,13
1249120_44294866_20041027.wav,i'm disappointed,I am disappointed.,1.0,0.6666666666666666,0.8333333333333334,1,0,1,1
1249120_44294866_21761084.wav,I got acne when I ate chili,"I got up men, when I heard chilling.",0.5714285714285714,0.5,0.7142857142857143,1,0,3,4
1249120_44294866_23003547.wav,I feel weak all over.,I feel like all other,0.4,0.4,0.64,0,0,2,3
1249120_44294866_29194304.wav,I usually have a bad cough when I get flu.,I usually have a bad cough when I get flu.,0.0,0.0,0.0,0,0,0,10
1249120_44294866_29285051.wav,I am having running nose,AM having runic nose.,0.4,0.4,0.55,0,1,1,3
1249120_44294866_30296550.wav,The crushing sensation on my heart leaves me breathless.,The crushing sensation on my heart left me breathless.,0.1111111111111111,0.1111111111111111,0.2098765432098766,0,0,1,8
1249120_44294866_30450066.wav,I have a neck pain when I sit in-front of my laptop.,I have a neg pain when I sit in front of my laptop.,0.25,0.23076923076923078,0.3589743589743589,1,0,2,10
1249120_44294866_37364395.wav,severe pain in the upper left side of chest and may have pain to back,severe pain in the upper left side of chest and may have pain to back.,0.0,0.0,0.0,0,0,0,15
1249120_44294866_38949666.wav,fell skull is cracked like nuts,Fel's cold is cracked like nuts.,0.3333333333333333,0.3333333333333333,0.5555555555555556,0,0,2,4
1249120_44294866_39510206.wav,I love to garden but I get a terrible twinge in my lower back when I lean over.,"I love to garden, but I get a terrible cringe in my lower back when I lean over them.",0.1111111111111111,0.10526315789473684,0.1549707602339181,1,0,1,17
1249120_44294866_43326442.wav,i have a pain in my elbow joint,I have a pain in my edible joint.,0.125,0.125,0.234375,0,0,1,7
1249120_44294866_49687487.wav,I had an accident and my wound was open when I arrived to hospital,I had an accident and my wound was open when I arrived hospital.,0.07142857142857142,0.07142857142857142,0.0714285714285714,0,1,0,13
1249120_44294866_52206190.wav,My shoulder has agreat pain,My shoulder has a great pain.,0.4,0.3333333333333333,0.4666666666666667,1,0,1,4
1249120_44294866_52332577.wav,I don't do anything at home and still I feel exhausted.,"I don't do anything at home, and still I feel exhausted.",0.0,0.0,0.0,0,0,0,11
1249120_44294866_52604131.wav,stiffness inability to look right or left except by moving the whole body,"Stiffness, inability to look right or left except by moving the whole body.",0.0,0.0,0.0,0,0,0,13
1249120_44294866_53414183.wav,I'm not good i'm feeling so cold,I'm not God. I'm feeling so cot.,0.2857142857142857,0.2857142857142857,0.4897959183673469,0,0,2,5
1249120_44294866_53713877.wav,I feel very hard to breathe,I feel very hard to breathe.,0.0,0.0,0.0,0,0,0,6
1249120_44294866_56914981.wav,My lower back hurts but it improves if I stretch it,"My lower back hurts, but it improves if I stretch it.",0.0,0.0,0.0,0,0,0,11
1249120_44294866_57205296.wav,I feel a burning sensation in my guts about 2 hours after each meal.,I feel a burning sensation in my guts about two hours after each meal.,0.07142857142857142,0.07142857142857142,0.1377551020408163,0,0,1,13
1249120_44294866_58377113.wav,"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop.","Sometimes, when it is cold outside, my face hurts, especially around the pimples that are ready to burp.",0.05555555555555555,0.05555555555555555,0.10802469135802473,0,0,1,17
1249120_44294866_60643161.wav,I can't stand up or sit down I have a pain in my back that annoys me,I can't stand up or sit down. I have a pain in my back that annoys me.,0.0,0.0,0.0,0,0,0,17
1249120_44294866_61770999.wav,"When I move on my shoulder, pain shoots down my arm","When I move on my shoulder, pain shoots down my arms.",0.09090909090909091,0.09090909090909091,0.17355371900826455,0,0,1,10
1249120_44294866_61858983.wav,I got injured exercising,I got into exercise.,0.5,0.5,0.75,0,0,2,2
1249120_44294866_63476113.wav,i was watching tv and suddenly have blurry vision,I was watching TV and suddenly have better vision.,0.1111111111111111,0.1111111111111111,0.2098765432098766,0,0,1,8
1249120_44294866_63568111.wav,I feel a great pain in my shoulder when i try to lift something heavy,I feel a great pain in my shoulder when I try to lift something heavy.,0.0,0.0,0.0,0,0,0,15
1249120_44294866_63987415.wav,when i raise my hand i feel pain in my shoulder.,"When I raise my head, I feel pain in my shoulder.",0.09090909090909091,0.09090909090909091,0.17355371900826455,0,0,1,10
1249120_44294866_64368433.wav,i was travelling by ship and i feel dizzy.,I was traveling by ship and I feel dizzy.,0.1111111111111111,0.1111111111111111,0.2098765432098766,0,0,1,8
1249120_44294866_67568437.wav,my hair isn't well,My hair isn't well.,0.0,0.0,0.0,0,0,0,4
1249120_44294866_68130365.wav,I have a pain in my stomach,I have a pain in my stomach.,0.0,0.0,0.0,0,0,0,7
1249120_44294866_69316456.wav,My hair is falling out after I take a shower.,My hair is falling out after I take a shower.,0.0,0.0,0.0,0,0,0,10
1249120_44294866_72495478.wav,My head hurts when I'm doing this.,My head hurts when I'm doing this.,0.0,0.0,0.0,0,0,0,7
1249120_44294866_73599319.wav,When I force my eyes to view I have blurry vision.,"When I force my eyes to view, I have glory vision.",0.09090909090909091,0.09090909090909091,0.17355371900826455,0,0,1,10
1249120_44294866_74679338.wav,I have a great stomach ache and i can't eat any thing,I have a weird stomachache and uh I can't eat anything.,0.5,0.5,0.7272727272727273,0,1,5,6
1249120_44294866_76461050.wav,My neck is annoying me I can't sleep bacause of it,My neck is annoying me. I can't sleep because of it.,0.09090909090909091,0.09090909090909091,0.17355371900826455,0,0,1,10
1249120_44294866_77416341.wav,The warming system of my house is broken and  feel so cold,The warming system of my house is broken and feels cold.,0.16666666666666666,0.16666666666666666,0.24242424242424243,0,1,1,10
1249120_44294866_78490603.wav,My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down.,My nose is congested all the time and there is this glooy secretion in my throat that make it impossible for me to sleep. I often have to nap sitting down,0.13333333333333333,0.12903225806451613,0.21612903225806446,1,0,3,27
1249120_44294866_80026823.wav,I felt my heart hurts when I ran for along distance,I felt my heart hurt when I ran for a long distance.,0.2727272727272727,0.25,0.38636363636363635,1,0,2,9
1249120_44294866_86233279.wav,"I have a blurry vision and i can't see in the darkness , what is the reason doctor ?","I have a blurry vision and I can't see in the darkness. What is the reason, Doctor?",0.0,0.0,0.0,0,0,0,17
1249120_44294866_89734541.wav,My entire body is freezing.,My entire body is freezing.,0.0,0.0,0.0,0,0,0,5
1249120_44294866_90790242.wav,itch at front and center of scalp,It judges from and center of cow.,0.5714285714285714,0.5714285714285714,0.8163265306122449,0,0,4,3
1249120_44294866_90929031.wav,It is like I have a needle pushing through my heart.,It is like I have a needle pushing throughout my arm.,0.18181818181818182,0.18181818181818182,0.3305785123966941,0,0,2,9
1249120_44294866_92792208.wav,When I stand up too quickly I start to feel dizzy and light-headed,"When I stand up too quickly, I start to feel dizzy and lightheaded.",0.0,0.0,0.0,0,0,0,13
1249120_44294866_94282612.wav,I have terrible pain in my heart,I have terrible pain in my heart.,0.0,0.0,0.0,0,0,0,7
1249120_44294866_94374240.wav,I feel something hurt me in taking breath and I cant take my breath,I feel something hurt me in taking breath and I can't take my breath.,0.0,0.0,0.0,0,0,0,14
1249120_44294866_96337692.wav,When I bend over I get a shooting pain down my back,"When I bend over, I get a shooting pain down my back.",0.0,0.0,0.0,0,0,0,12
1249120_44294866_98831261.wav,"I feel dizzy when I set in-front of my laptop for an hour or two, what possibly could be the reason?",I felt easy when I sat in front of my laptop for an hour or two. What possibly could be the reason?,0.23809523809523808,0.22727272727272727,0.3744588744588745,1,0,4,17
1249120_44294866_99659302.wav,I feel a soreness in my knees when I walk,I feel a soreness in my knees when I walk.,0.0,0.0,0.0,0,0,0,10
1249120_44323331_10095808.wav,There is a sharp pain in my bicep,There is a sharp pain in my beecap.,0.125,0.125,0.234375,0,0,1,7
1249120_44323331_109641805.wav,Severe pain in the ear,Severe pain in the ear,0.0,0.0,0.0,0,0,0,5
1249120_44323331_12481133.wav,I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better.,"I cut my head a couple of weeks ago and even though I keep using an antiquity tip, it's not getting better.",0.13636363636363635,0.13636363636363635,0.25413223140495866,0,0,3,19
1249120_44323331_13821399.wav,There is a sharp pain in my calve.,There is a sharp pain in my clip,0.125,0.125,0.234375,0,0,1,7
1249120_44323331_14650475.wav,i can hardly breathe,I can hardly breathe.,0.0,0.0,0.0,0,0,0,4
1249120_44323331_15039513.wav,I get i joint pain when i try to bend my leg or my arm,I get i joint pain when I try to bend my leg or my arm,0.0,0.0,0.0,0,0,0,15
1249120_44323331_15655234.wav,When I remember her I feel down,When I remember here I feel down,0.14285714285714285,0.14285714285714285,0.26530612244897966,0,0,1,6
1249120_44323331_16235297.wav,When I play football I have joint pain.,"When I play football, I have joint pain.",0.0,0.0,0.0,0,0,0,8
1249120_44323331_16590901.wav,I feel severe itching in the skin with redness,I feel survar itching in the skin with redness.,0.1111111111111111,0.1111111111111111,0.2098765432098766,0,0,1,8
1249120_44323331_17693815.wav,i can't breath because of  Cough,I cannot bark because of coach.,0.5,0.5,0.75,0,0,3,3
1249120_44323331_18782425.wav,My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected.,My son got a tattoo several weeks ago and the skin around is recide and hot and it looks infested.,0.14285714285714285,0.14285714285714285,0.22857142857142865,0,1,2,18
1249120_44323331_20802934.wav,I cannot bear this squeezing sensation I have in my chest.,I cannot bear this squeezing sensation I have in my chest.,0.0,0.0,0.0,0,0,0,11
1249120_44323331_22225771.wav,I have a sharp pain in my ear,I have a sharp pain in my ear.,0.0,0.0,0.0,0,0,0,8
1249120_44323331_22949427.wav,I feel pain in my joint after an injury in the last football match I played.,I feel pain in my joint after an injured in the last football match I played.,0.0625,0.0625,0.12109375,0,0,1,15
1249120_44323331_23606264.wav,I toppled over while jumping to catch the ball.,I two played over well jumping to catch the ball.,0.3333333333333333,0.3,0.4555555555555556,1,0,2,7
1249120_44323331_23843315.wav,My son nicked his neck with an old razor and that spot has become inflamed and looks like it is infected.,"My son Nysked has neck with an old roger, and that spot has become inflamed and looks like it is erasted.",0.19047619047619047,0.19047619047619047,0.34467120181405897,0,0,4,17
1249120_44323331_24461872.wav,I can`t stop coughing.,I cannot stop going.,0.5,0.5,0.75,0,0,2,2
1249120_44323331_24602215.wav,There is pain in my joints. I can not bear pain,There is pain in my hand. I cannot bear pain.,0.2727272727272727,0.2727272727272727,0.4181818181818181,0,1,2,8
1249120_44323331_25847807.wav,My right shoulder clicks when I move my arm.,My right shoulder clicks when I move my arm.,0.0,0.0,0.0,0,0,0,9
1249120_44323331_25968681.wav,I have severe shoulder pain,I have severe shoulder pain.,0.0,0.0,0.0,0,0,0,5
1249120_44323331_26313266.wav,"I am worried how cold intolerant I am, I am always shivering, even out in the sun.","I am already how cold, intolerant I am. I am already shivering even out in the sun.",0.11764705882352941,0.11764705882352941,0.2214532871972319,0,0,2,15
1249120_44323331_26386155.wav,My head is spinning when I get up.,My head is spinning when I get up.,0.0,0.0,0.0,0,0,0,8
1249120_44323331_26408664.wav,The wound is still open,The owned is still open.,0.2,0.2,0.3599999999999999,0,0,1,4
1249120_44323331_27898617.wav,I feel dizzy whenever I stand up.,I feel dizzy whenever I stand up.,0.0,0.0,0.0,0,0,0,7
1249120_44323331_28822792.wav,All of a sudden I felt dizzy when I stood up.,All of a sudden I felt dizzy when I stood up.,0.0,0.0,0.0,0,0,0,11
1249120_44323331_30817447.wav,red flushes accompanied with itchy,Red flushes accompanied with itching.,0.2,0.2,0.3599999999999999,0,0,1,4
1249120_44323331_33624071.wav,"My body feels weak after my first day in the gym, why?",My body feels weak after my first day in the gym. Why?,0.0,0.0,0.0,0,0,0,12
1249120_44323331_34357709.wav,My wound opened up again,My own opened up again.,0.2,0.2,0.3599999999999999,0,0,1,4
1249120_44323331_35285585.wav,I feel a great amount of pressure of my head.,I feel a great amount of pressure of my head.,0.0,0.0,0.0,0,0,0,10
1249120_44323331_38538892.wav,I had a sharp pain in my stomach,I had a sharp pain in my stomach.,0.0,0.0,0.0,0,0,0,8
1249120_44323331_42291661.wav,i have a strong shoulder pain,I have a strong shoulder pain.,0.0,0.0,0.0,0,0,0,6
1249120_44323331_45513911.wav,I stopped sports because I get Injury from sports,I stopped at sports because I get injury from sports.,0.1111111111111111,0.1,0.09999999999999998,1,0,0,9
1249120_44323331_47564425.wav,"surgical wounds red, firing pus, painful and hot to the touch",Surgical old seat Swing pass Painful and hot to the touch,0.36363636363636365,0.36363636363636365,0.5950413223140496,0,0,4,7
1249120_44323331_51610812.wav,Pain in the large neck,Pain in the large neck,0.0,0.0,0.0,0,0,0,5
1249120_44323331_53313006.wav,I broke my ankle while doing rock climbing in the Carpathians.,Broke my uncle while docking rock climbing in the perfections.,0.36363636363636365,0.36363636363636365,0.5545454545454546,0,1,3,7
1249120_44323331_54400222.wav,standing less than five minutes and my back start to ache,standing less than five minutes and my back start to HA.,0.09090909090909091,0.09090909090909091,0.17355371900826455,0,0,1,10
1249120_44323331_55722581.wav,When I wake up in the morning I feel a soreness in my body,"When I wake up in the morning, I feel sorry for my body.",0.21428571428571427,0.21428571428571427,0.3351648351648352,0,1,2,11
1249120_44323331_59191528.wav,I get an ear ache when it is cold,I get an airh when it is cold.,0.2222222222222222,0.2222222222222222,0.3194444444444444,0,1,1,7
1249120_44323331_59510879.wav,Sharp pain and heavy breathing,Sharp pain and heavy breathing.,0.0,0.0,0.0,0,0,0,5
1249120_44323331_61837950.wav,I've been feeling very sad lately,I have been feeling very sad lately.,0.3333333333333333,0.2857142857142857,0.40476190476190477,1,0,1,5
1249120_44323331_63059317.wav,my back hurts me a lot,My back hurts me a lot.,0.0,0.0,0.0,0,0,0,6
1249120_44323331_63258394.wav,I have dark spots on my skin,I have dark spots on my skin.,0.0,0.0,0.0,0,0,0,7
1249120_44323331_63393498.wav,i have a great pain in my foot like thrombing pain with relaxing my pain releif,"I have a great pain in my foot, like swing pain with relaxing my pain relief.",0.125,0.125,0.234375,0,0,2,14
1249120_44323331_63502960.wav,Feels like there are pins and needles sticking in my joints,Feels like there are pins and needles sticking in my joints.,0.0,0.0,0.0,0,0,0,11
1249120_44323331_66888889.wav,My joints ache whenever it is cold,My joints actually whenever it is cold.,0.14285714285714285,0.14285714285714285,0.26530612244897966,0,0,1,6
1249120_44323331_70756728.wav,"It started as a tinnitus, but today the pain is throbbing and unbearable.","It stands as a penitence, but today the pain is throbbing and unbearable.",0.15384615384615385,0.15384615384615385,0.28402366863905326,0,0,2,11
1249120_44323331_72563945.wav,I feel deep Tingling when I touch Acne followed by bad sensation,I feel deep tingling when I touch SNA followed by bad sensation.,0.08333333333333333,0.08333333333333333,0.15972222222222232,0,0,1,11
1249120_44323331_75046615.wav,i have a problem in my back i cannot extend it,I have a problem in my back. I cannot stand it.,0.09090909090909091,0.09090909090909091,0.17355371900826455,0,0,1,10
1249120_44323331_77964928.wav,"I never had any acne problem until my last pregnancy, when all of a sudden my back got covered in zits.","I never had any SNA problem even till my last pregnancy, when all of a sudden my back got covered in jits.",0.19047619047619047,0.18181818181818182,0.2987012987012987,1,0,3,18
1249120_44323331_79182023.wav,Every time I take a deep breath I start coughing,"Every time I took a deep breath, I start cooing.",0.2,0.2,0.3599999999999999,0,0,2,8
1249120_44323331_81285987.wav,I feel strong pain in my knee after it was hit during the football match.,I feel strong pain in my knee after it was hit during the football match.,0.0,0.0,0.0,0,0,0,15
1249120_44323331_81893062.wav,I feel pain in my ears with tinnitus,I feel pain in my ears with tinitas.,0.125,0.125,0.234375,0,0,1,7
